"sampleID","obs_std","pred_en","pred_en_upr","pred_en_lwr","pred_en_rcl","pred_en_upr_rcl","pred_en_lwr_rcl","obs","Y","scale","pred_en_OOB","pred_en_OOB_lwr","pred_en_OOB_upr","pred_en_OOB_rcl","pred_en_OOB_upr_rcl","pred_en_OOB_lwr_rcl"
85,0.610796571064796,0.799458419153815,1.59086024460238,0.00805659370525369,0.35201072660411,0.501623040028912,0.24702125252702,0.323509066,"damage","log10",0.903778041058335,0.179177142934794,1.62837893918188,0.368834962174994,0.510117042430824,0.26668238464328
86,0.558727695691544,-0.224474717418245,0.566489994603431,-1.01543942943992,0.222606656759114,0.317157339006259,0.156243345302162,0.316057455,"damage","log10",-1.07830292019618,-1.82660653836869,-0.329999302023656,0.151908825534678,0.212338018194068,0.108677152926212
87,0.814384184298702,0.962341636710068,1.75487801467212,0.169805258748016,0.378629851526632,0.539829915184118,0.265566172667893,0.354370008,"damage","log10",1.21636577480831,0.452481415971105,1.98025013364551,0.424217419134598,0.59711999863307,0.301380659011899
88,-0.0902843254536716,0.212389204374677,1.00325035968639,-0.578471950937039,0.270675921633791,0.385625828556705,0.189991046052376,0.236385151,"damage","log10",0.574921408265711,-0.173250866688337,1.32309368321976,0.318356370841234,0.444972088594602,0.227768845401758
89,-0.305391758503451,0.83205610505145,1.6239077978241,0.0402044122788019,0.357183820531231,0.509097301876841,0.250600977807088,0.214689413,"damage","log10",2.36535443300602,1.59348282391059,3.13722604210145,0.709435284665498,1.00216297516071,0.502212150721002
90,1.14829760460649,1.06346126602376,1.85548919280297,0.271433339244555,0.396158579093132,0.564692911685318,0.277923835312009,0.411489125,"damage","log10",0.212399193243017,-0.516134801952278,0.940933188438311,0.270677131682319,0.375019436989208,0.195366166095215
91,0.831973882231032,1.42503460128382,2.21712669442345,0.632942508144177,0.465743298834791,0.663899524599292,0.326731398912264,0.357170677,"damage","log10",1.57479053750315,0.794541844013289,2.35503923099301,0.498028357220951,0.706167718805128,0.351237019182755
92,1.12877858532963,1.38641657907323,2.17868104350959,0.594152114636875,0.45776289373339,0.652574097889973,0.321108158532056,0.407910166,"damage","log10",1.55051159621085,0.770036373308691,2.33098681911301,0.492646125925557,0.698606931717644,0.347405950858146
93,1.68147010962305,1.96083272271882,2.75336958197073,1.16829586346691,0.59195341853328,0.843975273642095,0.415188525845172,0.522382897,"damage","log10",1.49563264197737,0.707809058550684,2.28345622540405,0.480693745212435,0.683903081947224,0.337864359418383
94,1.41742300179277,1.11380157483628,1.90549436241466,0.322108787257912,0.40518513862543,0.577472941274054,0.284299029147057,0.464159431,"damage","log10",1.06261565966796,0.276124524614111,1.84910679472181,0.396008682752124,0.563082221487556,0.278507952889679
95,0.71209371122729,0.363628272425611,1.1568997842139,-0.42964323936268,0.289631205145007,0.413076351937872,0.203076827323114,0.33851286,"damage","log10",0.233341544948232,-0.542420975743025,1.00910406563949,0.273226013786983,0.386637412497202,0.193081300973337
96,0.74416690584319,0.846796542935382,1.63858287008464,0.0550102157861269,0.359547950641643,0.512451926229961,0.252267036562165,0.343406973,"damage","log10",0.980848353084608,0.214858597853239,1.74683810831598,0.381778904043669,0.537890982488107,0.270975227914344
97,1.45802531559092,1.74544095795621,2.53768197143169,0.953199944480736,0.53755475165075,0.766315116932074,0.377083923620306,0.472670923,"damage","log10",1.82287689076708,1.08367426583452,2.56207951569963,0.556510822857158,0.774728343699697,0.39975857147315
98,0.478125298001268,0.561960554425178,1.35461338480616,-0.230692275955805,0.316515072776827,0.451293550871388,0.221988085363689,0.30485946,"damage","log10",1.13019269805856,0.337277409844301,1.92310798627282,0.408168405040446,0.582043077332201,0.286235595545404
99,-0.452287419145233,-0.0110955432242319,0.782559723130091,-0.804750809578555,0.244912976215295,0.349358541907902,0.171692856258961,0.201029185,"damage","log10",0.674446966700826,-0.0618674810931699,1.41076141449482,0.332857177554642,0.462777667951772,0.239410646455802
100,-0.442598647376278,0.338852303889029,1.13116322062252,-0.453458612844461,0.286437415427006,0.408345732195612,0.200923840970132,0.201902771,"damage","log10",0.812436658847068,0.0373360999191652,1.58753721777497,0.354061272370676,0.500877580062373,0.250279488607039
101,0.296014481561115,0.343353485136735,1.13727585249407,-0.4505688822206,0.287015018722932,0.409464361894892,0.201183860278592,0.280998196,"damage","log10",0.35552301484764,-0.44563372543916,1.15667975513444,0.288582482559635,0.413035677183812,0.20162870628539
102,1.09474421500786,0.68637737175714,1.47821633433539,-0.105461590821106,0.334639182755704,0.476961510110325,0.23478494650334,0.401744006,"damage","log10",-0.216719947671114,-0.977255910268455,0.543816014926227,0.22338057807419,0.313955225217701,0.158936302544921
103,0.780946454852692,0.654905525885335,1.44678427246108,-0.136973220690405,0.32995881506567,0.47029895172809,0.231497049354444,0.349106393,"damage","log10",0.347992819443095,-0.442627263441155,1.13861290232734,0.287611569117797,0.40970945412952,0.20190018525726
104,0.818294063791272,0.935361017970124,1.72698733604315,0.143734699897104,0.374085381519513,0.533133471000664,0.262485625605048,0.354990643,"damage","log10",0.869309443793119,0.0975189295626219,1.64109995802362,0.363188893710277,0.513029532718859,0.257112240333306
105,1.22196610399873,1.5546562458645,2.34674820163016,0.762564290098843,0.493560790066484,0.703552267010664,0.346246135381096,0.425282009,"damage","log10",1.35019719443315,0.567771729692424,2.13262265917387,0.450402476998338,0.639260175142133,0.317339323134174
106,1.6501896174886,1.40971143022938,2.20140862150517,0.618014238953587,0.462560253178238,0.659245690183491,0.324555762754796,0.5151208,"damage","log10",0.808489504113918,0.0712939221621151,1.54568508606572,0.353436366015532,0.491583121117312,0.254112192742384
